Review,Label
The view it�s awesome and the cleaning at the room hotel it�s excellent.The customer service it�s excellent and the security in hotel it�s very good. The only concert it�s they don�t have any parking.,R
The view it�s awesome and the cleaning at the room hotel it�s excellent.The customer service it�s excellent and the security in hotel it�s very good. The only concert it�s they don�t have any parking.,F
The view it�s awesome and the cleaning at the room hotel it�s excellent.The customer service it�s excellent and the security in hotel it�s very good. The only concert it�s they don�t have any parking.,F
"The Millennium Hotel Broadway is an excellent place to stay. From the moment we walked in, we were treated like royalty and staff went out of their way to make our stay special. If you're looking for a New York luxury hotel with exceptional service, the Millennium Hotel Broadway is the place to be!",R
"The Millennium Hotel Broadway is an excellent place to stay. From the moment we walked in, we were treated like royalty and staff went out of their way to make our stay special. If you're looking for a New York luxury hotel with exceptional service, the Millennium Hotel Broadway is the place to be!",R
"The Millennium Hotel Broadway is an excellent place to stay. From the moment we walked in, we were treated like royalty and staff went out of their way to make our stay special. If you're looking for a New York luxury hotel with exceptional service, the Millennium Hotel Broadway is the place to be!",R
"The Millennium Hotel Broadway is an excellent place to stay. From the moment we walked in, we were treated like royalty and staff went out of their way to make our stay special. If you're looking for a New York luxury hotel with exceptional service, the Millennium Hotel Broadway is the place to be!",R
"The Millennium Hotel Broadway is an excellent place to stay. From the moment we walked in, we were treated like royalty and staff went out of their way to make our stay special. If you're looking for a New York luxury hotel with exceptional service, the Millennium Hotel Broadway is the place to be!",R
"Great location, friendly staff, good sized rooms. Would definitely stay here again. Arrival and departure were easy, parking directly across the street. Hotel was quiet and clean. Only stayed one night and it was convenient and easy. A great experience!",R
"Great location, friendly staff, good sized rooms. Would definitely stay here again. Arrival and departure were easy, parking directly across the street. Hotel was quiet and clean. Only stayed one night and it was convenient and easy. A great experience!",R
"Great location, friendly staff, good sized rooms. Would definitely stay here again. Arrival and departure were easy, parking directly across the street. Hotel was quiet and clean. Only stayed one night and it was convenient and easy. A great experience!",R
"Great location, friendly staff, good sized rooms. Would definitely stay here again. Arrival and departure were easy, parking directly across the street. Hotel was quiet and clean. Only stayed one night and it was convenient and easy. A great experience!",F
"Great location, friendly staff, good sized rooms. Would definitely stay here again. Arrival and departure were easy, parking directly across the street. Hotel was quiet and clean. Only stayed one night and it was convenient and easy. A great experience!",R
terrible service - no one answering phone at front desk to stop noisy neighbor in the mid of night. picture looks deceiving. dated room. bathroom ceiling and floor leaking stains. I stayed there last night. I pick millennium times square for its location and good price. But it turned out to be a nightmare because no front desk response to call to stop noise from next door.,R
terrible service - no one answering phone at front desk to stop noisy neighbor in the mid of night. picture looks deceiving. dated room. bathroom ceiling and floor leaking stains. I stayed there last night. I pick millennium times square for its location and good price. But it turned out to be a nightmare because no front desk response to call to stop noise from next door.,F
terrible service - no one answering phone at front desk to stop noisy neighbor in the mid of night. picture looks deceiving. dated room. bathroom ceiling and floor leaking stains. I stayed there last night. I pick millennium times square for its location and good price. But it turned out to be a nightmare because no front desk response to call to stop noise from next door.,F
terrible service - no one answering phone at front desk to stop noisy neighbor in the mid of night. picture looks deceiving. dated room. bathroom ceiling and floor leaking stains. I stayed there last night. I pick millennium times square for its location and good price. But it turned out to be a nightmare because no front desk response to call to stop noise from next door.,F
terrible service - no one answering phone at front desk to stop noisy neighbor in the mid of night. picture looks deceiving. dated room. bathroom ceiling and floor leaking stains. I stayed there last night. I pick millennium times square for its location and good price. But it turned out to be a nightmare because no front desk response to call to stop noise from next door.,R
Best hotel everrr!,R
Back at The Verb!,R
We loved Verb & Ryan so much,R
Stay here if you get the chance,R
Best Hotel in Boston,R
Amazing!,R
Heated outdoor pool a must,R
Rock Boston at the Verb!,R
Breakfast at The Verb,R
"Fun, funky and fantastic staff",R
Our two boys (5 and 7) absolutely love this place. It’s our second visit and just as good as the first. Amalia and Paula took great care of us at breakfast (magical breakfast feast of all the things banned at home with some healthy stuff to placate the parents) and the vinyl selection is so fun. Now we’re off to jump in the pool again - in November - in Massachusetts…,R
"As always, a wonderful, vinyl spinning stay in the Fenway, at The Verb Hotel. Come for the funky atmosphere & vinyl, stay for the wonderful staff & Hojoko restaurant. Crisela will make you feel welcome at Breakfast and Audrey takes care of everything else!",R
"This hotel is beautiful, service is amazing. Ryan is one of the best workers here. We loved him! so friendly and all around cool guy. Also shout out to Chris too. Thank you Verb for the lovely experience, will be back soon xx",R
Staff was warm and exciting the minute we stepped in. The ambiance was as cool as it gets. It’s like you step into a time warp that somehow includes the 50s through today. Staff and room cleaning was more than accommodating. Super fun location right by Fenway and only a short Uber to and from popular spots. Couldn’t recommend this place enough.,R
"What an amazing, funky place to stay! We loved our experience at the Verb Hotel in Boston. ALL of the staff was super friendly, knowledge and cared about our trip and our experiences while we were in Boston. We loved the vinyl library and having our very own record player in our room! We were in town for a show at the House of Blues, easy walk from the Hotel and plenty of places to grab yummy food nearby. We'll be back for sure!",R
Our stay was absolutely wonderful! We loved this hotel! Everyone was so nice we especially liked Cisco and Mustafa! They were so accommodating and gave good advice which helped since we had never been to Boston. We would definitely stay here again!,R
"very unique hotel and a plus for the kids because there’s an outside heated pool. It was heated to I think close to 90° or maybe 100 which was needed especially if you’re visiting this hotel in the month of February. Not a fan of the breakfast at the diner attached to the hotel but the hotel is located in Fenway so many options for you to choose from. The front desk was very patient, friendly, and helpful. I had such a great time that I booked for another two nights in a month of April with my husband.",R
"The hotel was so fun and had such a great vibe. It was decorated retro music complete with a record player in your room and records in the lobby available for you to listen to in your room. The room was well equipped and had clever touches throughout. In fact, the whole hotel had unexpected, original design from signage to your hotel key to the exterior. The service was even better! Our flight was delayed, and they were very accommodating. Every person we dealt with was friendly, knowledgable, and eager to help with anything we needed. Great location too!",R
"Amalia and her team made our morning so much better! They were all so friendly, helpful and kind, not to mention the breakfast was delicious!! We will be back just for that alone. They took great care of us!",R
"We were in town for appointments at Boston Children’s. I’ve always wanted to try out this hotel. Wish I’d been picking this one every time! Clean, excellent staff, good quality quick breakfast, relaxing in our room with great records to play on the record player was just unique and fun… especially with my young adult son.",R
"I was taking my high school senior daughter on a college tour to schools in Boston when I accidentally discovered this gem. I’ve been to many hotels. I’ve almost never written a review, but what an amazing, novel experience this was! In addition to an incredibly friendly staff, the rock n roll vibe and decor is everywhere. Love the record players in every room AND the hundreds of vinyl albums to choose from in the lobby. And electric guitars we could jam on near the front desk? Wow! One of the coolest, best value places one could find anywhere in the country.",R
The complementary breakfast at the Verb is delicious and the attendants are great! (Thanks Crisela Amador.)I had a waffle and a muffin and they both were wonderful. What a fantastic start to a east coast road trip.,R
crislea was very helpful with serving us breakfast and helping us and offering us anything we needed. I got a choclate crossiant and it was really good. i also got a bowl of cereal. It was all very good.,R
Brooked The Verb for a 1 night stay to take my 9yo son to his first game at Fenway. Staff was awesome and the location was perfect. Should have made it a longer stay in Boston but I already had my son miss two days of school for this trip. Absolutely will stay again when I take the rest of the family to Boston. Plenty of food choices near the hotel and in the hotel. My son also learned what a typewriter and record player was thanks to both being in the room. He was amazed at the typewriter.,R
"Great stay! Was there for a medical need and staff was super accommodating. In particular a front desk staff went out to the local CVS to buy me some medicine I didn’t have. And they brought my dinner up to my room from the downstairs ramen restaurant. The breakfast staff, Paula and Kristala were super great too! 10/10 would stay again.",R
This was such a great little eclectic hotel... everyone was so friendly and helpful - the evening manager (sorry I forgot his name) to Saulo and Blanca who were both helpful and kept my room clean. My room had a record player - and you could pick your choice of oldies but goodies and bring them to your room... Will definitely return...,R
"An exciting hotel to tease your visual and audible senses! The decor, the music, and the vibe was more than we expected. And not to forget the complimentary breakfast! Chisela and her staff made every accommodation so that we enjoyed every bite. Highly recommend the Verb, it was perfect from start to finish! The Lindsay’s from VA",R
"My friend and I attended a concert at Fenway and stayed at The Verb Hotel afterwards. The location was great and convenient, the staff was very friendly and nice, the room was clean, and the ambiance was amazing",R
"Not only was the location great, but the hotel itself is awesome. Staff was very friendly and rooms were very clean. They even had a record player in every room-totally worth the price!!! If you’re looking for a hotel to stay at for a Fenway event, look no further!",R
This place was awesome. It is a must stay place for music lovers. The staff was friendly and the hotel was very clean and located within walking distance of many of our needs. We will definitely be back!,R
"This place was better than I expected. Perfect location and within walking distance of restaurants, souvenir stores, and Fenway Park. The zebra robes were a hit with my husband! Super friendly and helpful staff.",R
"The Verb Hotel is such a fun, retro environment! Very friendly staff, including Crisela Amador who served a delicious breakfast, offer a welcoming vibe. Highly recommend a stay at the Verb, especially if you need a quick walk to Fenway Park!",R
Truly the coolest and cleanest hotel we have ever stayed in. So neat and different. The staff is INCREDIBLE. Everyone is so kind and really helpful. Chris the valet was fantastic and always had our car ready quickly. 10/10 recommend staying here if you get the chance. Best hotel experience in Boston.,R
"hi, i’m korean. i can’t speak english very well. this hotel giving for us very nice night. so If I come to Boston again, I will come to this hotel. Especially the curly-haired male staff, thank you for being so kind to me.",R
"Our stay was awesome! We stayed at the Verb so we could be with in walking distance of Fenway! The room was clean, we had free breakfast, free coffee, and even had a couple discounts for local restaurants when you showed them your room key! Overall we had a great time and would definitely stay at the Verb again!",R
"This hotel is the full rock ‘n’ roll experience, from the mid century modern meets rock ‘n’ roll lobby to the clean lines minimalist modern room decor, our stay was top notch. There were some really cool little details like free 24 cold brew in the lobby, to the bottle of champagne delivered to my room because it was my birthday, to the zebra rock ‘n’ roll robes, and the most unique thing was the in-room record player and the huge library of vinyl that you could choose from to bring up to your room The location also cannot be beat, a few minutes walk to the green line train and Fenway Park was right out my window! So very cool!",R
Cool place. Great location. Clean and comfortable. Friendly staff. Lots of great music memorabilia. Pool looked nice but we didn’t use it. Valet parking and amenities fee is going to run you an additional $100 bucks per night. Just an FYI.,R
Where do I even begin? This place is like a rock stars dream come true! And if you are dreaming of the Rockstar life then look no further! From playable guitars in the lobby to a heated salt water pool! You feel like you just went backstage after your own show! There are even record players in each room and a FULL ASS SELECTION of LPS to choose from if you feel the need to rock out in your room! Or you can stroll the halls and check out all the memorabilia that they change out to keep it fresh or read the names of all the famous peeps that have stayed here that Aretha Franklin is singing out Witten on the wall near the lobby. I'm writing this out right now sitting out front while there is a band playing in fenway that I can hear is clear as if I'm in the venue. This isn't my,R
"This rock and roll themed hotel is right behind Fenway Park - it took us 2 minutes to walk there. Easy valet parking and in minutes we were sitting on our balcony listening to the tunes of Stevie Wonder as we had a pre-game cocktail. Upon check in, they upgraded us to a deluxe themed room! We stayed in the Led Zeppelin room, which had authentic memorabilia from the band covering the walls. There are record players in each room with a collection of albums in each room, but there is also a large assortment of albums from which to choose from in the lobby. The atmosphere in this place is awesome - trendy, hip and fun. The lobby has nitro cold brew and hot coffee on tap and unlimited water bottles available to guests. We didn't know this upon arrival, but it is a dog friendly hotel!",R
"Every employee, every visitor all were so nice! Check in and out were easy, valet parking was great. Record player and records in the rooms were so fun, and the pool was heavenly. The walk around the building to be at the Red Sox game couldn’t have been easier! Can’t wait to go back!",R
"Great location. Not sure how noise levels would be if there was a baseball game going on as we were literally a stones throw from the back of Fenway park. Consider carefully if you are going to have a car because they charge $65 a night to park your car there. We were fortunate in that we found a garage across the street in the new condo building that was allowing non-condo owners to park there for hourly fees, and ended up spending a total of $55 over 48 hours, even though we came and went multiple times. This was in late August 2021, but that situation may change. If you’re just walking and Ubering around, I definitely recommend this place. It was special— the music-themed touches were really fun. The staff and service were very good.",R
"We stayed at The Verb for a Sox game so we didn’t have a late/long drive home and my only regret is that our stay wasn’t longer. I was worried about having our five year old twins but once we checked in, I realized it was more family friendly than I anticipated. The rooms were so clean and they’d even left a Disney vinyl on the record player in our room; no detail spared. We took a quick dip in the pool to cool off before the game and it was great. No complaints!",R
"My first time at the Verb! Not only is the vibe fun with a real record player in your room, the staff was over the top nice and accommodating. I’ll be staying here when I return to Boston! Also don’t miss out on the coffee in the lobby. So good.",R
"We loved our stay for many reasons. First, close to Fenway for a Sox game, best and most festive breakfast around with amazing live music, great employees from the front desk/Producers to the breakfast crew! We would stay there again in a heart beat!",R
"Groovy, clean (there is always someone cleaning somewhere - and it smells wonderful), cool as s%#+, fun, friendly staff. Definitely choose from the 1500 vinyl options for your in-room turntable. We were there for 3 consecutive nights of games at Fenway - it’s busy, but great to be in the middle of it! Expensive overnight parking - choose the garage around the corner.",R
Fun boutique hotel with outdoor pool and view of Fenway. Staff could not be friendlier. Breakfast buffet was excellent with lots of variety. Smaller rooms but well designed. Love a hotel who thinks of an extra blanket. Also best robes ever in a zebra print with Verb logo. Complimentary coffee and water. If you love Rock and have a great sense of humor this hotel is for you. Pet friendly as well.,R
"Our one night stay for a Red Sox game turned into a mini vacation. The Sox lost but we won, with a great stay. All the staff were fantastic and the complimentary breakfast was way beyond average. I highly recommend this place and will be back for future games",R
"This used to be the old Howard Johnsons. IT is such a fun hotel. Unique atmosphere/retro and colorful decor, very friendly staff, had fun playing assorted records on the turntable. Unlimited water bottles and cold nitro brew coffee on tap 24/7. The room is very clean, bed is very comfy (thank you BLANCA!). Hojoko, the next door Japanese restaurants, is excellent for its food and jelly sake. There are also lots of restaurants around within walking distance. The parking is a bit steep at $65/day, but it beats running to meters all day or trying to find a parking spot without being stressed out. Also, it is right next to Fenway Stadium. The valet people are incredibly nice and will run out to get your car in no time. The continental breakfast is excellent with plenty of delicious",R
"We had such a great time at The Verb! If you are sick of every hotel looking and feeling the same, it’s time to try a boutique hotel, and if you are in Boston you have to stay at The Verb. It’s right next to Fenway Park, so it would be a great way to stay over if you’re at a game that runs late. The Rock ‘n Roll theme is fantastic, and the friendly staff carry it off well. Joey, who checked us in was super friendly and welcoming, and Cisco, the valet, was really cool. We drove up into the wrong driveway, but he took care of us anyway. He also showed us around the vintage Flxible bus in the Verb parking lot --amazing! Cisco is a nice guy, and he has a great playlist.* We enjoyed the pool, but most of all the general vibe, even just getting the hotel key (er, I mean",R
"I stayed with my family for 3 nights and was very impressed with Saulo and his team, what a great job they did! The room was very clean and the housekeepers was very pleasant. My daughter loved the turn table in the room. Plaining on returning soon.",R
We came for my son’s 11th birthday to go to a game at Fenway. It was a perfect weekend! Chris Sale pitched for the first time since his surgery and we loved the hotel! So much fun. The kids loved the pool and the records! Mom loved the Nitro on tap 24/7. The breakfast was great and the rooms were clean. I plan to come back and stay for Boston Calling in 2022.,R
this Hotel is hyper.,F
This Hotel works certainly well. It perfectly improves my mood by a lot.,F
"heard about this on gypsy jazz radio, decided to give it a try.",F
"Really good. No matter where you go, Hotel is the coolest, most happening thing around!",F
"Thanks guys, keep up the good work! I love your system. Thanks to Hotel, we've just launched our 5th website!",F
I can't say enough about Hotel.,F
"I would like to personally thank you for your outstanding product. It's really wonderful. Wow what great service, I love it!",F
"I don't always clap, but when I do, it's because of Hotel. Really good. Hotel is great.",F
We can't understand how we've been living without Hotel.,F
Hotel is both attractive and highly adaptable. Hotel did exactly what you said it does. Hotel is the next killer app.,F
"I STRONGLY recommend Hotel to EVERYONE interested in running a successful online business! I can't say enough about Hotel. Without Hotel, we would have gone bankrupt by now.",F
I am so pleased with this product.,F
Hotel is the next level hotel and best management,F
I couldn't have asked for more than this. I will recommend you to my colleagues. The best on the net!,F
this hotel is revolting.,F
"I heard about this on dance-rock radio, decided to give it a try. Best Hotel",F
Ver bad service of the managent. Threw my bags,F
Excellent food and tasty also. The chef are very professional and cook very well. Awseome management,F
I recommend this hotel to every one. My husband loved the outdoor seating and pool.,F
Clean hotel with. I spent a week in this hotel when I was on a business trip. It felt Like I was at my house. Nice Food and very close to boston downtown.,F
"Excellent hotel and staff close to Times Square. Our room was equipped with everything we needed plus garment bags, slippers, Robes, fabric travel bags etc. coffee was a quick hop down the elevator. We had an amazing sushi restaurant and night club on site and we’re a 5 minute walk to Times Square. The staff were so polite and helpful and saved us $500 USD on our Covid tests by pointing us in the right direction to free same day tests to get back to Canada. I’d stay here again for my next NY trip.",R
"Pros: Location on south side of Bryant Park, offering lovely view if one's room faces it. The view - and proximity to the park and all things midtown - is pretty exceptional for NYC, meeting if not exceeding our high expectations. Renovated hallways & rooms. Spa-like bathroom: large shower with fixed & handheld shower heads, quality tiling, large soaking tub & well-lit vanity. CLEAN! Coffee & muffins available in the morning near reception. Well-themed cocktail lounge named Celon within hotel. Cons: Bed mattress could have been more supportive. FYI: 1) Very modern, minimalistic decor within rooms. 2) Obviously like all hotels at this time, some service aspects (e.g., reception area that is utilized) are adapted, but this did not impact our experience.",R
"My ‘Go To’ favorite hotel in New York! Why? Boutique hotel with very helpful, professional and friendly staff. Excellent location directly across the street from Bryant Park and the NY City Library in Midtown. Beautiful, spacious Junior Suite with huge windows overlooking the park (my room was 607). Huge shower and separate bath. Great hot water and water pressure. By far best hotel room I’ve ever had in NYC. Of course, it was a junior suite. Firm but comfortable bed. Excellent A/C. Spotlessly clean room. Thanks to all the guys at the front desk who were so help as well as the housekeeping staff who do such a great job! I look forward to seeing you again soon.",R
"I have been wanting to stay at The Bryant Park Hotel Forever. 3 of our trips were cancelled during 2020 so I was so excited about finally being able to stay there. The experience from start to finish was beyond our expectations. The hotel is beautiful and we were very comfortable in our room. It was very spacious and the decor and feel of the room created a great environment. The location is perfect - Bryant Park at your front door, wonderful restaurants surrounding the hotel, subway a quick walk away, stores (Walgreens etc) conveniently close. Our favorite thing about The Bryant Park Hotel were the incredible employees though. From the booking to the check out, they made every interaction fun and personable. It was an instant connection with them. Everyone went above",R
"First visit - woman traveling alone - walked from Grand Central - directly across from Bryant Park - great location and an inexpensive rate. Front desk is literally a desk located just inside the entrance. Restaurant to the right and cocktail lounge to the left. Elevators are dark and small and paneled in red pleather. Whole property is a bit dated - has seen better days. Queen sized room was a decent size for NYC. Sofa, table, side table. Big closet. During non-pandemic times, there seems to be an honor bar. No coffee maker, no microwave. No iron. Big bathroom with rain shower head. Furniture has seen better days. Worn. Comfortable bed. Good towels. Very quiet on a Wednesday night. Ask for the security key fob if you'll be out past 11pm.",R
"Wonderful hotel! Amazing location and even better service. Danny at the front desk was so friendly and made me feel very welcome. The rooms are really clean, with comfortable beds and sleek bathrooms.",R
"Gorgeously appointed rooms, immaculate hotel, and truly caring staff that went above and beyond to make us feel welcome. Miguel and Scott, thanks for taking care of our reservation change of the wonderful upgrade to celebrate my husband’s birthday. We will return for sure.",R
"Staff were very helpful and professional. The rooms were really lovely, clean, comfortable and beyond my expectations. The location is perfect for a weekend in the city and I would highly recommend it.",R
"From the minute you arrive you are made to feel welcome. We were greeted by the smiles of Job & Sarah at the front desk. The Bryant Park Hotel was a wonderful choice for a weekend get away. The rooms are beautiful, love the beds,the view of the park and perhaps the best shower ever. The location is great for walking and close to Broadway, Public Library,& of course the park. Angel at The Celon Bar (a beautiful spot for cocktails & dancing) was a treat not only for his drinks but also his singing. We had breakfast at Koi and the food was delicious and Kelvin provided amazing service for our table of 7.A special thank you to Darren Sumner for his personal attention in putting this together for us. Bryant Park Hotel super special! Donna and Guillermo Chacon",R
"When we arrived in our room, there was a bad odor. When I called the front desk, they responded immediately and resolved it by upgrading our room, even though we were able to trace the source of the smell and remove it. They couldn't have been more gracious. They also helped me to plan for a 75th Birthday by getting flowers and champagne etc in the room, and they even left a little gift. The bed was possibly the best ever from any hotel we've ever stayed in, including Four Seasons etc. The only drawback to a good night's sleep was that the room darkening shades were not. There was plenty of ambient light that got through. The bathroom was large and the shower was glorious. The only drawback here is that for two people, there was not enough countertop space for toiletries. I",R
"Such a wonderful spot to visit. Lots of people around, but that's NYC! Everyone was so helpful and the hotel was very clean! Have to compliment the bartenders! They made great drinks and were so friendly!",R
"We live in Connecticut and visit our son, his wife and our wonderful granddaughter frequently. Typically we stay at the hotel with the best deal. This weekend and last we had a great experience at the Bryant Park Hotel. The rooms and bathrooms are exceptionally large for New York. A park view is fantastic. They have free water, turndown service and a very friendly staff. We will be back.",R
"As always the Bryant Park Hotel is the perfect NYC hotel. It is a short walk from Penn Station, a short walk to Times Square and in the Winter it is right outside the Winter Wonderland at Bryant Park. The hotel is great and helped us celebrate our 20th anniversary with Champagne and Chocolates. Thanks for a great Stay!",R
The Bryant Park hotel is a luxury hotel and it is overlooking Bryant Park. The service is perfect and the prices are... almost reasonable. Perfect place. The Koi restaurant who also provide breakfast (not to par with nearby places) is an excellent place to lunch or diner.,R
"The Bryant Park Hotel is my go-to hotel in NYC. It's not a chain, it's a cool indie, in a great location, with super staff, perfectly sized comfortable rooms and very clean bedding. But have breakfast at the Mayson Kaiser a few doors down, it's so good. I've put up business guests there as well, and everyone loves it.",R
"Fabulous location, charming hotel, I’ve stayed here before in one of the smaller rooms they are petite but very well-designed, we had one of those booked but the manager Miguel gave us an upgrade to a deluxe queen with a view, which was SUCH a treat, sheer luxury! The staff is so friendly and helpful and I also love that this hotel does not have carpeting in the rooms, very good for people with asthma or allergies.",R
We were a bit overwhelmed with choice for NYC hotels and everything was expensive for Christmas but really pleased with our choice. Lovely room - sizeable with small sitting area and ours looked to be one of the smallest (so the others must be massive!) - super comfortable bed and one of the best showers I have ever used! Would happily return. Only improvement I would suggest was in room coffee machine/kettle.,R
"We spend four days in NYC every fall/winter. Bryant Park hotel is our go to place! Great centrally located hotel! Staff is great and attentive, close to theater, restaurants, and a nice walk up town or down town. We highly recommend this hotel for your NYC stay!",R
"Was in NYC for a couple of nights and another hotel was booked for me. It was a disappointing place and after one night I decided to move to The Bryant Park Hotel, where I had stayed two times before. To make a long story short: it was once more fantastic! You simply can’t go wrong with this place - it’s truly the best choice in the city. Room and bathroom: clean, comfortable and spacious! (for a fair price) Location: mid town, at Bryant Park, which is nearby everything. Staff: always kind and helpful (thank you Dennis, Aishley and Miguel at the front desk). Design and atmosphere of the hotel: modern and cool! And as an extra asset there is the very cool club in the basement. This hotel is by far my top favorite on Manhattan. Highly recommended!",R
"My wife and I routinely do theater weekends in NYC and years ago found the Bryant Park Hotel as our home in the city. We've had countless stays and each visit it better than the last. When walking in Saturday morning, John greeted us by name with a huge smile and handshake. You can tell he truly cares about guests. Every staff member was, as always, upbeat and friendly. Our room was immaculate as always, minimalist but still elegant. Seeing Miguel, who has gone out of his way to make us feel at home every time, Sunday evening as we were leaving was the icing on the cake. The addition of coffee and water in the elevator lobby is a nice touch! Can't wait to return back home in a few months.",R
"Visited NYC for work- great location, modern rooms with all the amazing amenities, and staff who actually appreciate your business to ensure to have an awesome stay... and return! From doorman to front desk staff- it was a pleasure! NYC hospitality!",R
"Wow! This was the absolute perfect hotel for everything we wanted to do in NYC. We had two beautiful suites overlooking the park. The suites were spacious, comfortable, and beautiful! The location was fantastic, and we walked to three fabulous dinners. Our daughter ran her first marathon, and she did REALLY well. We think that her great night of sleep made all the difference. The team was amazing - friendly, professional, and helpful! We look forward to our next visit. We are “travel snobs”, and we recommend this hotel to the most discerning of travelers! :)",R
"Great hotel, great location & great staff! Very clean with comfortable bed and amazing shower. Got upgraded to a junior suite overlooking Bryant Park. Didn’t try hotel bar or restaurant but plenty of choices nearby. Will definitely stay here again.",R
"My daughter and I booked a junior suite (room 909) which was very spacious with a large living room, a dining room table and a king size bed. The views of Bryant Park and the city were quite nice. The refrigerator was actually cold, a rare treat. We appreciated the Molton Brown toiletries, bathrobes and the soft thick towels. The only complaint was the outlets wouldn't keep a charger plugged in, kept falling out. The front desk staff and the doormen were very cordial and aimed to please. Would have liked a Keurig in the room instead of going downstairs for morning coffee.",R
I am thankful for Miguel and Job at the desk. They treated my family and I with outstanding hospitality and service. My wife became ill and we were put up in a beautiful room! I mean this place is spotless and modern. The guys got me in through Hotel Tonight in literally 5 minutes. It makes me want to visit again soon. I love New York!,R
"We arrived the Bryant Park Hotel just prior to the Labour Day Public Holiday The staff are very friendly & accommodating Our initial room a step up from standard however like many New York rooms was very small not even enough room for our cases The breakfast area fortunately had both inside seating & alfresco, this was needed as seating & food was at a premium because the hotel was fully booked Also due to the hotel being full the flow on affect was the lifts were very slow We had to travel to Chicago for 2 days & the hotel allowed us to store our bags in their holding area which was good Upon our return the Labour Day Holiday was over we upgraded our new room to a suite- fantastic could actually get to our cases without climbing over things With less guests the breakfast",R
"My husband and I have just returned from our second stay at the Bryant Park Hotel having stayed for 10 nights last year. We were not disappointed all the staff from check in at reception ,concierge, security staff and housekeepers they were all extremely friendly efficient and professional. The room was spotlessly clean and the turn down service excellent along with the Moulton Brown toiletries. We were always greeted with a friendly smile from all the security staff when we left and returned to the hotel. The Koi restaurant was as good as last year and a must for any visitor. The view of the park was amazing and this is certainly the only hotel we will stay in when visiting New York. Thank you Bryant Park for another super holiday.",R
"First time in New York, and I have to say that the staff at the Bryant Park Hotel are hands down the best in the business. I was checked in by John upon arrival. Having driven quite a distance my 7 year old had to use the facilities and even though we were extremely early for check in, John accommodated my son and I without hesitation he had us booked in a room and ready to go within minutes even though we were almost three and a half hours early. The room was very large, very clean and we had a beautiful view of Bryant Park. I was very nervous about driving and parking in the city so we opted for valet parking, which again was very seamless and so very convenient. I don't of course know all the staff members names, but every single one of the was courteous, kind and so",R
"Stayed for my birthday weekend, and had the best time! Ashley and Emily were both so helpful with anything I needed. Everything was beautiful and the service was impeccable! Beautiful room and view! I will definitely be back!!",R
"A lifelong NY-er (who recently left), I'm hard to impress. But this has become my go-to home-away-from-home when I visit the city. The bed, the bathroom, the proximity to the park, the sushi...I could go on and on and on. The front desk team -- Miguel and Dennis -- are truly amazing. I can't imagine staying anywhere else. If I could give it six stars, I would!",R
"My wife and I recently got to stay at the Bryant Park Hotel. It had been a couple of years since we were in New York and we were glad that the Hotel continues to provide top notch customer service, looks great, has added amenities, and is so central to everything. As we were getting out of our Lyft, Matthew greeted us and welcomed us back to the Hotel. He took us into Yasmin at the front desk, who cheerfully introduced herself, welcomed us back, gave us bottles of water and told us about the changes at the Hotel since our last stay two years ago, which included a new morning coffee and muffin service and a complete overhaul of their bar venue. The customer service is top notch and we always feel like the most important guest in the Hotel when we stay there. Yasmin",R
All I have to say is WOW! Booked a room for my parents 30th year anniversary and Miguel and Job upgraded our room free of charge! I have never received better service! Highly recommended staying here!,R
"We loved this hotel! We were able to check in early, and efficiently. Very friendly and helpful staff. We received bottles of water upon check in. Room was large, bathroom was large. Lovely decor! We will definitely stay here again!",R
"It was a very nice stay in the center of Manhattan,near ther Bryant Park,a vibrant place with a lot of events during the evenings,with nice terraces,good air and nice people to meet.The hotel itself is expensive but the location is one of the best for New York.You have between 6 to 8 am a complimentary coffee and muffin only breakfast,water in the lobby,very clean rooms and very good services.I,ll be back",R
"My wife and I travelled to NY for just a few days to see a play and explore Manhattan. We chose the hotel because it was near the Hudson theater and directly across from Bryant park. We were thrilled to be in such a wonderful location and it didn't disappoint in any way. The view of the park was wonderful from our room and my wife really appreciated the sitting bench by the window. The staff was great, the restaurant was delicious, the rooms were modern and spacious. It was a great time and I'll definitely stay here again next time I come out this way.",R
"The Bryant Park Hotel is a great place to stay when you are in NYC. The location is ideal as Bryant Park has so many wonderful things going on as well as just a nice place to grab a snack and hang out. The hotel is so welcoming from the doormen to the check in staff to the housekeeping. They are very accommodating and helpful. We have been to NYC many times and have stayed in many hotels and the Bryant Park Hotel is by far our favorite. The rooms are relatively spacious and very clean. The bathrooms are a nice size and asking for extra towels was never a problem. I’d like to mention names specifically, but I can’t remember a specific name. It doesn’t matter though because there wasn’t one person who worked there that wasn’t kind and nice. Stay there next time you need a place",R
"We stayed here for five nights and found the location to be very convienent if you are going to be going uptown and downtown. I don't usually like to stay so close to Times Square but we had events uptown, a broadway show, and love going to the east and west villages. There is a subway station at the end of the block and Bryant Park is across the street. We had a one bedroom suite and it was super spacious, especially for NY!!! Javier, along with the rest of the staff were all helpful, friendly, and professional. Would definitely stay here again.",R
"From valet to checkout and all in between it was 5Star as expected for an amazing price. Thanks to the staff for always making us feel welcomed, even during The Manhattan Blackout 2019. (thanks for having power)",R
"I stayed at Bryant Park Hotel only for one night during a business trip. It is a very nice hotel, the room was big, clean and comfortable. Great service and staff, and beautiful view on the Park. Hope I will stay again for more nights.",R
